,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,Emotions,Emotions_Value,Tweet
47,0.13333333333333333,0.2,0.0,0.0,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.13333333333333333,0.06666666666666667,anger,0.2,furious that this business charged additional fee without telling advance . It 's totally immoral .
48,0.0,0.0,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,positive,0.5714285714285714,have faith always look interest customer . appreciate your assistance today .
49,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,positive,0.5,just take moment express gratitude amazing customer service . Your team truly exceeded expectation .
50,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,positive,0.5,extremely dissatisfied with service received . do n't know continue doing business with your company .
51,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,anger,0.25,angry this company 's customer service . They were unresponsive unhelpful when issue with order .
52,0.0,0.2222222222222222,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.1111111111111111,anger,0.2222222222222222,frustrated with performance this product . deliver promise angry that wasted time money .
53,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,positive,0.2857142857142857,produced some content best list different product category pain point customer query identified from support email turned those into article then contextually linked category page from these article page
54,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,positive,0.5,Internet affiliate marketing program technique prosperous marketer
55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,customer just laughed shethey name kicked
56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,This place customer service help whatsoever
57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,there more than question customer service survey happening exceptional service
58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,This 1114 print most popular will soon Etsy customer Coalville Utahas always
59,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,positive,0.3076923076923077,Brandon absolute garbage Garbage customer service Garbage portion Constantly shorting customer refusing issue this establishment waste your money
60,0.0,0.1,0.0,0.4,0.1,0.2,0.0,0.0,0.0,0.1,trust,0.4,customer care service chatting with WhatsApp collected detail took available account deleted transaction history after removing money pending transaction
61,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,positive,0.5,guy suck unwilling help customer
62,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,trust,0.3333333333333333,really hung wife when confirmed failed confirm booking charged have room call your support resulted confirmation hung that good customer service
63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,Dont smart customer BRING BACK COLORS ROSE QUARTZ SERENITY BoycottCaratBongVer3 BOYCOTT_CARAT
64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,Olive Green jilbab N9000 Please kindly retweet customer might your timeline Worldwide Delivery
65,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,positive,0.5,huge company disregard right more than half customer base reason enough BoycottWalgreens Walg
66,0.0,0.0,0.0,0.21428571428571427,0.0,0.35714285714285715,0.0,0.0,0.0,0.14285714285714285,positive,0.35714285714285715,something spreading sure isnt revival Asbury similar revival year That fizzled strange that christian popups secular university arent getting anywhere near customer count
67,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,positive,0.42857142857142855,interested your customer support staff responds inquiry . appreciate your time .
68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,service received poor that seriously considering switching competitor . disgusted whole experience .
69,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,surprise,0.3333333333333333,just leave review surprised with value product received . It 's worth much more than what paid
70,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,trust,0.3333333333333333,surprised easy resolve issue with customer service team . They made process seamless stress-free .
71,0.09523809523809523,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,positive,0.14285714285714285,"feeling really down service received . It 's what hoping for , it 's left feeling really sad ."
72,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,positive,0.6666666666666666,absolutely elated with amazing value this product . It 's worth every penny more .
73,0.2,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,positive,0.4,looking forward hearing from your team soon . Thank your assistance .
74,0.047619047619047616,0.09523809523809523,0.0,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.047619047619047616,trust,0.14285714285714285,"really disappointed with level professionalism experienced . It 's what expecting , it 's left feeling disheartened ."
75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,know go pas onto customer Like your POLICY WATER WHATEVER
76,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,anger,0.16666666666666666,refunding money scam India eCommerce should intervene stop such
77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,customer service kryptonite
78,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,positive,0.5,_Office second time tweeting customer 001900766617 BU4708
79,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,positive,0.3333333333333333,_longroad worst customer support service guess they dont care about their user Some good people Twitter recommended contact able help recover account when suspended
80,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,positive,0.5,paid extra package delivered today between central time delivery exception saying failed attempt 441pm Called customer service they said guy suuuuuuuuck
81,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,positive,0.3333333333333333,create unnecessary border with tariff between biggest customer also with familiesampfriends
82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,given phone number customer keep that unprofessional
83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,_india_ customer identified Taehyung being Singer other over there singer Really know
84,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.18181818181818182,positive,0.2727272727272727,transferred money customer since last week 20th February 2023 Monday wrote successful didnt drop something before something
85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,Dont smart customer BRING BACK COLORS ROSE QUARTZ SERENITY BoycottCaratBongVer3 BOYCOTT_CARAT
86,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,positive,0.6,_Dici Current formula 30mm Operations manager Warehouse manager warehouse associate customer serv
87,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,positive,0.4,Jayla year college student from Chicago have created nonprofit feeding le fortunate star
88,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.2,positive,0.4,March 2023 Cashier Month Jacob Always smile face with great attitudeserving fantastic customer service checkout line
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,0.0,what fuck
90,0.1,0.0,0.0,0.1,0.1,0.2,0.1,0.2,0.0,0.1,positive,0.2,TRIPP painted short coffin style Press nail lovely customer
91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,negative,1.0,USPR ARMY Dont forget download on_the_street Preorder digital album single FACE_Jimin Limit
92,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,positive,0.4444444444444444,Star Seller Etsy this month That mean purchase from Etsy shop knowing have record providing excellent customer experience
93,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.25,positive,0.5,Recognizing Allanah Electrical Associate Bryan driving pipeline their excellent customer service
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,0.0,Customer work here shirt name that company logo color
95,0.0,0.0,0.0,0.125,0.125,0.375,0.0,0.0,0.0,0.125,positive,0.375,clock Lying your customer good look Worst customer service EVER experienc
96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,Just your average customer from Hollywood hemswell antique stardom lincoln Lincolnshire
97,0.15789473684210525,0.05263157894736842,0.0,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.0,0.0,0.10526315789473684,positive,0.2631578947368421,even know were waitress doe bigger zero customer should forced gift money entitled server When change from being gratuity being forced upon customer Would please explain
98,0.05,0.05,0.0,0.15,0.1,0.35,0.0,0.05,0.0,0.15,positive,0.35,Selling 1500 box earn girl prize such iPads kayak smart watch American girl doll Selling cooky help younger girl learn math money management teach older girl sale customer service3 Girl Scout year currently Volunteer
99,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,negative,0.3076923076923077,Prob other person want pursue legal action told same thingignorance regional mgrs name Read many complaint claiming ignorance driver Customer call aid abets criminal behavior Person call FedEx after entering tracking disconnected
100,0.0,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,negative,0.2857142857142857,This item total fraud . furious that gave temptation lost money .
101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,eagerly anticipating solution issue . appreciate helping
102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,surprise,1.0,surprised easy navigate your website find what looking for . Your user experience top-notch .
103,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,fear,0.2,problem last week call ESPN customer service they reset account
104,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,positive,0.3333333333333333,well collapse fintech focus your fashion show nonsense aesthetic your customer service down
105,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,anger,0.3333333333333333,presumed opay customer care service contacted from heregot WhatsApp number trying lodge complaint duped process
106,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,positive,0.42857142857142855,used have ATampT fiber internet while very good they probably have most anemic dysfunctional customer serviceinstallation process utility company
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,0.0,MyAlgo triggered buying selling hour profitable MyAlgo Index also showing clear
108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,might have worst customer service ever dealt with Would definitely with them again
109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,female customer said recognized that handled ttabokki taehyung
110,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,trust,0.6666666666666666,Foot section drop Because your father bill Customer point fact Voice nearly pull cost meeting Suddenly notice Occur glass style Across near else record early
111,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,positive,0.5,_help name Osagie Vivian Isiekpen with account 3157584526 customer sent 1200 22nd February afternoon alert being credit customer been debited abeg wetin happen
112,0.0,0.0,0.0,0.2222222222222222,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,0.0,positive,0.5555555555555556,Current formula 30mm Operations manager Warehouse manager warehouse associate customer service overseas customer experience rep sqft warehouse Colty creative manufacturing profit margin Lean
113,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,trust,0.5,Wild that Amazons order confirmation intentionally hide most important thing What ordered Where
114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,imagine being waitress this customer look like taylor swift shes like
115,0.125,0.0,0.0,0.125,0.0,0.25,0.25,0.125,0.125,0.0,positive,0.25,there tech support person someone knowledgeable appliance repair speak Customer support understanding problem with month induction range left side element cant even boil water working designed
116,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,anger,0.25,angry this company 's customer service . They were unresponsive unhelpful when issue with order .
117,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,positive,0.6666666666666666,pleased with customer support from this company . They were quick resolve issue with order .
118,0.0,0.0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,positive,0.4444444444444444,"Every time communicate with your customer support personnel , feel protected secure . Continue excellent effort !"
119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,extremely dissatisfied with quality product received . cheaply made worth price paid
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,0.0,thrilled with selection product from this company . able find exactly what looking for .
121,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,trust,0.3076923076923077,"surprised much enjoyed experience with customer service team . They were friendly , helpful , efficient ."
122,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,negative,0.23076923076923078,feeling really down about issue handled . It 's causing stress frustration .
123,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,trust,0.3333333333333333,eagerly awaiting your team 's response inquiry . Thank your help .
124,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.0,0.0,trust,0.4,outraged poor communication from customer service team . They failed keep updated order status left dark .
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,0.0,have comment this time .
126,0.043478260869565216,0.13043478260869565,0.0,0.13043478260869565,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.08695652173913043,positive,0.21739130434782608,disappointed with level customer service received from this company . They failed follow through their promise left feeling frustrated unheard .
127,0.125,0.125,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.0,negative,0.375,furious with quality this product . broke after only us company refused refund
128,0.0,0.0,0.0,0.125,0.0625,0.375,0.0,0.0,0.0,0.25,positive,0.375,"ca n't believe much adore this product . expectation were exceeded , delighted with purchase . received product that pleased term quality . I 've found what seeking more ."
129,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,anger,0.2222222222222222,furious because experienced allergic response this product . This simply inappropriate .
130,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,0.0,0.18181818181818182,positive,0.45454545454545453,"degree customer service experienced from this organisation pleasantly surprised Nowadays , it 's uncommon obtain such outstanding service . just express delight quickly order shipped . came more faster than anticipated ."
131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,1.0,grateful amazing service from this company . They went above beyond ensure satisfaction .
132,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,surprise,1.0,pleasantly surprised selection product available from this company . They exactly what looking for .
133,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.26666666666666666,0.2,0.13333333333333333,0.0,negative,0.26666666666666666,lack effort your team made solve problem disgust This simply inappropriate .
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,0.0,experience with your company 's service poor that longer wish item . really repulsed .
135,0.0,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,anger,0.14285714285714285,furious that this product did n't live expectation . total waste time money .
136,0.0,0.0,0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.125,trust,0.25,hopeful that your company will able assist with issue . Thank your time .
137,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.2,positive,0.4,"have say , expecting such positive experience with your company . Your customer service team really went above beyond make sure satisfied ."
138,0.1,0.1,0.0,0.1,0.05,0.2,0.1,0.1,0.1,0.1,positive,0.2,pleased with level service received . your business treat client disgust
139,0.0,0.1,0.0,0.1,0.0,0.1,0.3,0.3,0.1,0.0,negative,0.3,extremely disappointed with this company 's lack professionalism . They made mistake with order did n't even apologize
140,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.0,positive,0.2222222222222222,level customer support experienced from this firm left utterly disappointed . They made attempt allay worry problem .
141,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,positive,0.3333333333333333,just express delight quickly order shipped . came more faster than anticipated .
142,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,positive,0.3333333333333333,"pleasantly surprised quality product received . It 's much better than anticipated , really happy with purchase ."
143,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,trust,0.5,appalled treated your customer service team . have desire business with your company again .
144,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,positive,0.5,grateful prompt friendly service received from this company . really made difference day .
145,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2,trust,0.4,impressed with professionalism friendliness customer service team . They made experience much better .
146,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,positive,0.3333333333333333,Thank your assistance . Have good day .
147,0.0,0.2,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.1,anger,0.2,absolutely seething about quality this product . It 's complete rip-off furious that spent hard-earned money
148,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,anger,0.14285714285714285,"do n't have complaint , do n't have compliment either ."
149,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,positive,0.6666666666666666,anticipating positive outcome from interaction with your customer service team . Thank your help .
150,0.047619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.047619047619047616,anger,0.14285714285714285,really upset with level service received . It 's what expected left feeling disappointed .
151,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,positive,0.75,astonished customer support agent 's level assistance . help they really went above beyond .
152,0.0,0.125,0.0,0.125,0.0,0.0,0.375,0.25,0.125,0.0,negative,0.375,really upset that order delayed there communication from your company about It 's causing inconvenience disappointment .
153,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,positive,0.7142857142857143,thrilled with level care attention received from customer service team . They made feel like valued customer .
